"L","R","F","M","C"
82.37,148,4,4752,0.696969697
97.4,1,4,4628,0.715570441
23.73,113,4,5277,0.627557324
31.33,38,3,3848,0.860600312
114.07,224,3,5796,0.571325052
61.87,11,2,4300,0.77
40.53,239,6,5740,0.576797909
41.67,102,5,4729,0.700076126
41.03,584,2,2665,1.242213884
14.67,356,3,4827,0.685705407
55.5,257,4,3641,0.909035979
48.37,195,5,4774,0.693294931
32.57,441,3,5034,0.657469209
29.9,103,3,4467,0.740902171
36.57,473,3,4137,0.8
65.33,383,3,5182,0.638546893
109.2,3,5,6945,0.476385889
29.17,162,3,4503,0.734674661
13,72,3,5654,0.585100814
30.77,637,4,3591,0.921191869
95.9,255,3,3448,0.959396752
82.83,10,3,4860,0.68063786
43.7,701,3,3789,0.872987596
61.03,43,4,4731,0.699156627
31.5,695,2,4268,0.775
32.17,397,2,4268,0.775
15.27,455,2,4268,0.775
12.5,125,3,4827,0.685199917
46.77,85,4,6405,0.516343482
24.9,420,3,4987,0.663154201
42.53,75,6,4028,0.820930983
56.8,494,3,4089,0.808681829
103.27,459,4,5591,0.591334287
82.67,71,8,5567,0.593881803
26.53,98,4,3602,0.917856746
40.6,14,3,5211,0.634360008
20.83,188,2,2595,1.273545279
45.3,318,5,5712,0.578571429
24.03,432,3,5973,0.553289804
18.73,18,4,4152,0.795905588
70.47,86,3,3943,0.838085214
18.2,162,4,7611,0.434154513
13.2,61,2,4654,0.71
92.5,49,3,4576,0.722043269
35.53,74,3,5009,0.659624676
59.2,250,4,5600,0.59
18.2,226,4,4928,0.670450487
38.7,51,6,8206,0.402583476
23.57,367,3,4523,0.730289631
41.3,131,5,4954,0.666481631
58.87,43,2,4391,0.751844682
48.33,131,4,3720,0.887419355
28.63,106,3,5279,0.62528888
30.57,114,3,6135,0.53803586
38.83,567,3,4401,0.75
69.2,1,6,3456,0.955
20.53,477,4,8087,0.408105602
57.13,334,6,3474,0.95
17.47,519,2,6600,0.5
75.6,247,3,3963,0.832510724
14.3,89,5,7876,0.418876333
37.2,195,4,4409,0.748221819
84.57,338,5,6872,0.480034924
20.27,453,4,4855,0.679423275
81.3,471,4,4629,0.71257291
87.9,647,2,4256,0.775
47.33,18,4,4477,0.736738888
17.33,2,6,4002,0.824142929
21.93,462,5,5352,0.616255605
31.63,94,3,4168,0.791307582
32.8,128,4,5874,0.561474293
73.83,16,3,3337,0.988330836
40.9,620,2,4122,0.8
71.53,12,3,6753,0.488274841
40.6,475,5,5449,0.605010094
86.5,121,7,5320,0.619631579
61.93,276,7,5256,0.627161339
29.43,387,5,6386,0.51616818
29.8,554,3,3427,0.961832507
38.07,75,3,3924,0.84
51.27,168,9,3651,0.902717064
50.33,664,2,3628,0.908434399
15.13,20,6,5838,0.564491264
23.83,234,4,4821,0.683540759
62.2,124,3,4751,0.693578194
13.6,404,2,7322,0.45
63.77,138,3,6336,0.52
111.3,301,4,7209,0.457021778
72.43,74,2,2492,1.321853933
19,397,8,6100,0.54
15.63,142,5,3711,0.887547831
66.67,360,6,5238,0.628751432
84.63,100,5,6075,0.542110288
36.33,280,2,4179,0.788033022
41.87,710,2,3560,0.925
27.07,634,3,5340,0.616666667
79.9,147,5,7234,0.455131324
69.77,296,3,7783,0.423005268
71.8,284,4,3929,0.837923136
70.67,50,5,5181,0.635354179
82.37,18,3,3931,0.837361994
46.87,611,5,3389,0.971274712
56.33,405,5,4334,0.75943701
38.1,519,4,5134,0.64108882
34.27,39,7,3898,0.844268856
26.83,336,4,4316,0.7625
57.8,2,2,4445,0.740263217
41,260,2,4570,0.72
46.17,276,5,4980,0.660706827
68.23,12,3,5140,0.640103113
29.33,678,3,4200,0.783333333
17.77,397,3,4220,0.779620853
26.63,72,4,6866,0.479172735
15.8,207,4,4457,0.738065964
24.1,526,5,7791,0.422217944
20.23,103,10,6780,0.485150442
69.73,170,4,6038,0.54469692
18.47,289,3,3528,0.932052154
108.53,696,2,4110,0.8
18,357,3,2192,1.5
29.4,377,3,4062,0.809453471
51.53,208,4,3748,0.877243863
81.67,29,5,6070,0.541660626
13.63,255,2,3421,0.961072786
23.37,314,5,3698,0.889048134
17.4,513,2,7306,0.45
56.87,24,3,4396,0.747882166
19.37,236,3,5280,0.622643939
56.23,596,3,5315,0.618513641
82.9,624,3,5315,0.618513641
96.93,1,10,5400,0.608777778
75.93,101,3,6248,0.526133163
28.03,268,5,5712,0.575481443
43.3,192,5,6317,0.520278613
100.93,135,4,6255,0.525419664
26.13,229,2,4382,0.75
63.9,50,2,3664,0.896842249
35.37,587,4,5034,0.652741359
12.3,281,3,4659,0.705187809
37.03,201,6,4911,0.668926899
14.07,91,4,5644,0.582023388
80.9,38,2,3934,0.835
100.93,171,2,3934,0.835
43.1,5,2,3934,0.835
65.57,253,2,3934,0.835
33.1,161,2,3167,1.037069782
27.5,476,4,3481,0.943464522
15.37,34,4,5527,0.594183101
69.87,233,5,3339,0.983468104
18,227,4,3818,0.86003143
63,34,3,4047,0.811265135
63.67,31,5,4505,0.728785794
52.33,192,7,6287,0.522182281
13.1,304,2,4182,0.785
66.2,132,4,4004,0.81978022
56.37,107,3,5764,0.569413602
51.53,50,3,4137,0.793333333
13.43,50,3,4137,0.793333333
36.07,42,4,3844,0.853761707
89.03,222,2,4225,0.776721893
82.43,21,5,6567,0.499718288
109.8,284,5,6423,0.510892106
24.6,662,2,5966,0.55
65.43,384,5,4760,0.689296218
24.1,328,5,4888,0.671245908
82.43,493,4,5458,0.601135947
63.6,105,5,4017,0.816756286
88.63,250,4,3728,0.879991953
24.97,48,3,3651,0.898545604
12.5,317,4,4796,0.684017932
49.3,81,5,4051,0.809790175
102.43,209,4,6302,0.520493494
12.37,225,4,5202,0.630545944
25.6,123,4,4987,0.657718067
41.4,464,5,4462,0.735096369
72.13,23,7,4193,0.782215597
40.97,157,2,4175,0.785578443
49.47,85,5,8787,0.373234323
25.93,41,3,6693,0.49
22.73,645,3,4569,0.717706281
12.53,57,4,5420,0.605
58.23,33,4,6343,0.516911556
72.53,3,7,8251,0.397296085
18.8,83,5,4700,0.697408511
39.9,579,7,4549,0.720488019
43.63,258,5,5151,0.636282275
87.47,514,6,3894,0.841666667
78.6,66,5,5874,0.557912836
18.6,60,3,6155,0.532365556
18.1,188,6,3929,0.833894121
32.2,38,3,5164,0.63443261
38,83,8,8366,0.391602917
12.4,189,3,11700,0.28
39,427,3,5324,0.615270473
46.87,315,4,4031,0.81262714
17.97,144,4,5723,0.572351913
81.7,380,2,6238,0.525
48.93,261,4,5734,0.571114405
70.13,591,4,6250,0.523952
36.2,34,3,5134,0.637806778
21.6,212,5,4573,0.71597857
77.53,312,4,3492,0.9375
15.93,374,2,4092,0.8
69.5,633,4,4746,0.689749263
50.3,59,2,5644,0.58
25.73,10,2,5644,0.58
61.73,187,3,5602,0.584332381
40.2,94,5,6606,0.495522252
22.23,125,3,4175,0.784028743
43.33,76,5,6266,0.522368337
67.93,6,5,5665,0.577729921
51.8,58,4,5834,0.560982173
56.33,1,6,4779,0.684699728
44.3,200,4,3908,0.837297851
16.53,27,11,3938,0.830909091
28.7,720,3,3272,1
69.6,294,5,7355,0.444780421
26.93,298,5,4225,0.774236686
20.5,260,5,5271,0.620557769
19.6,12,5,4450,0.735024719
86.4,152,3,5164,0.633359799
114.5,469,3,4969,0.658200845
22.27,465,4,6515,0.501995395
30.73,43,5,5667,0.577081348
102.4,261,3,3498,0.934842767
84.63,329,3,3924,0.833333333
37.8,629,2,2616,1.25
12.67,23,5,6504,0.502767528
19.93,349,4,3593,0.910075146
19.3,75,4,3992,0.819100701
94.3,593,4,4715,0.693361612
67.93,21,3,6329,0.516476537
41.43,220,4,5522,0.591932271
22.8,681,2,4852,0.673639736
30.2,36,4,6906,0.47323342
34.27,139,5,8195,0.398789506
26.53,470,4,5380,0.607416357
15.63,427,3,4764,0.685946683
98.53,658,3,4318,0.756785549
61.5,319,4,4632,0.705440415
12.7,370,3,5857,0.55782824
45.63,124,5,4815,0.678317757
48.57,12,3,6425,0.508340856
25.33,72,4,6423,0.508497587
82.53,127,4,4774,0.684113951
37.33,242,5,6825,0.478493773
34.1,34,5,5147,0.634451137
29.87,314,2,4354,0.75
22.6,677,2,4354,0.75
68.2,28,2,4096,0.797231445
51.5,25,2,3934,0.83
94.2,62,2,3934,0.83
18.73,426,2,2550,1.280392157
26.77,242,3,4823,0.67691893
48.63,49,6,7422,0.439784425
16,278,2,3990,0.818015038
83.77,5,4,4721,0.691334463
51.9,499,4,4618,0.706745344
27.9,48,2,3347,0.975109053
32.1,50,7,8674,0.376232419
15.8,19,4,4406,0.740674081
29.33,47,5,5284,0.61759084
97.27,394,5,4944,0.660042476
61.8,115,5,5198,0.627754906
13.9,266,2,4010,0.813710723
14.13,73,5,9681,0.337040595
49.87,184,4,5121,0.637111892
23.3,547,2,4078,0.8
23.3,540,2,4078,0.8
23.3,553,2,4078,0.8
23.3,538,2,4078,0.8
17.67,506,2,4078,0.8
24.63,49,22,4048,0.805909091
16.77,60,3,4799,0.679697854
30.17,699,3,3426,0.952014011
53.57,230,6,4887,0.667335789
82.7,171,3,3951,0.825259428
42.6,87,9,4932,0.661111111
110.43,611,3,5800,0.562112069
80.57,505,4,5452,0.597982392
19.2,157,5,5911,0.551537811
72.47,64,2,3964,0.822396569
25.87,87,4,5523,0.590231758
12.9,363,5,4200,0.776142857
14.97,35,5,5809,0.561106903
57.3,307,4,6188,0.526696833
16.5,28,5,4820,0.676182573
36.67,149,3,4906,0.664313086
16.67,112,3,4590,0.71
98.17,128,3,3956,0.823766431
29.7,70,3,4675,0.696962567
17.77,214,4,5498,0.592619134
14.83,67,2,5870,0.555
20.43,159,5,4550,0.716
32.8,30,4,4793,0.67968913
17.43,156,3,3924,0.83
19.77,188,6,7848,0.415
25.73,215,5,5528,0.589117221
21.23,121,2,5637,0.577690261
100.23,24,6,5020,0.648665339
16.07,78,4,4044,0.805182987
46.1,10,4,5470,0.595212066
39.37,175,5,4149,0.784714389
63.8,519,3,5418,0.600913621
14.93,83,4,4912,0.662780945
41.87,56,5,3749,0.868383569
102.93,198,2,4252,0.765651458
43.23,502,6,3545,0.918307475
51.17,491,3,3906,0.833333333
18.67,108,2,4161,0.782242249
17.1,99,3,5258,0.619037657
78.07,362,3,6873,0.473548669
20.37,15,5,7480,0.435117647
43.57,99,5,3745,0.869052069
50.67,427,2,2321,1.402197329
50,72,4,4698,0.692705407
55.4,623,2,4038,0.805918772
22.6,35,5,5370,0.606
13.03,182,4,4570,0.711997812
66.9,171,5,8138,0.399819366
54.47,88,4,5897,0.551738172
71.47,137,4,5144,0.6325
24.3,664,2,3668,0.886750273
87.93,73,5,5499,0.591463903
65.27,12,5,9471,0.343398796
104.9,391,2,5420,0.6
52.17,683,2,5420,0.6
18.4,552,2,5420,0.6
65.77,35,4,5380,0.604301115
33.57,564,3,3458,0.940167727
97.67,48,8,13022,0.249652127
20.03,600,2,4644,0.7
19.4,580,2,4644,0.7
17.93,536,2,4644,0.7
24.03,563,4,3808,0.85362395
78.07,14,5,5076,0.6403684
17.13,17,6,5599,0.58053581
14.7,6,10,7829,0.415146251
73.2,363,4,5202,0.624740484
29.9,395,3,5315,0.611382879
88.17,5,7,7864,0.413163784
20.83,587,2,3542,0.917278374
26.7,657,3,4840,0.671260331
26.1,170,5,4418,0.735316885
65.63,537,3,3822,0.849973836
69.63,317,2,5086,0.638674794
54.37,497,4,4333,0.74964228
28.23,311,4,6476,0.501451513
19.33,153,3,5532,0.587017354
17.23,35,4,5504,0.59
65.03,77,5,4846,0.670066034
43.17,114,7,5961,0.544697198
73.37,309,6,6707,0.484083793
31.7,535,3,3825,0.848784314
27.63,257,4,4745,0.684162276
31.43,393,2,4809,0.67496361
74.33,192,3,4659,0.696666667
105.43,556,3,5901,0.55
56.2,568,4,4476,0.725044683
54.07,318,2,5644,0.575
21.27,508,6,3894,0.833333333
77.43,104,3,4469,0.726113224
12.97,122,2,4553,0.712710301
95.1,106,7,4725,0.686742857
12.43,187,2,4570,0.71
39.6,240,3,5226,0.620876387
99.57,20,4,3818,0.849819277
14.37,124,2,4105,0.790401949
19.2,158,5,4852,0.668662407
12.83,318,3,4793,0.676882954
87.53,8,3,6794,0.477506623
18.67,506,4,3244,1
70.9,63,5,4917,0.659749847
40.63,254,5,5126,0.63283652
20.47,9,5,5363,0.604864814
92.83,27,2,5631,0.576073522
41.63,599,3,4835,0.67089969
73.23,273,2,6238,0.52
13.23,36,5,5191,0.624773647
112.4,3,4,3536,0.916832579
44.6,294,3,3669,0.883537749
46.1,33,6,6303,0.514301126
75.67,40,2,4546,0.713070832
55.17,270,3,3272,0.990709046
12.97,233,8,3632,0.8925
79.77,302,3,4715,0.687484624
20.5,482,3,3692,0.877952329
47.67,88,5,4289,0.755714619
69.93,109,3,6762,0.47931677
29.23,520,4,5317,0.60955426
44.57,84,5,5023,0.645206052
23.3,695,2,3518,0.921034679
23.3,695,2,3518,0.921034679
105.37,13,5,5108,0.63433242
20.17,32,2,4154,0.78
78.77,382,7,5422,0.597528587
27.07,249,2,3560,0.91
39.9,180,3,3746,0.8647811
91.67,189,3,10798,0.3
71.13,6,2,2892,1.12
41.77,204,3,5279,0.613553703
15.13,112,4,7575,0.427553795
65.37,377,4,4649,0.69660142
33.3,36,6,7170,0.451666667
16.93,262,4,4591,0.705255936
16.53,328,5,4435,0.73
34.27,434,5,4714,0.686784048
83.4,92,5,4083,0.792916973
33.1,214,4,6324,0.511922834
88.57,255,3,4031,0.803105929
18.33,412,3,3914,0.827056719
23.83,172,2,7440,0.435
82.97,81,2,5117,0.632478014
64.8,562,3,3820,0.847120419
54.8,452,5,3714,0.871270867
67,230,4,3886,0.832645394
16.5,35,5,5256,0.615608828
71.97,86,4,6379,0.507186079
69.4,151,3,6223,0.519893942
79.93,126,5,4324,0.748094357
22.43,672,2,4313,0.75
28.9,619,2,4313,0.75
42.57,562,2,3650,0.886191781
13.73,93,4,6458,0.500860948
33.37,70,4,4215,0.767357058
47.33,67,2,4233,0.764082211
13.9,417,2,4042,0.80004948
15.93,114,5,4856,0.665854613
21.9,140,3,4266,0.757859822
64.17,485,5,6792,0.475971731
64.33,471,9,4127,0.78331718
26.8,141,3,3910,0.826721228
16.63,464,3,5371,0.601824614
21.87,222,4,6188,0.522341629
36.67,74,2,3878,0.833439917
67.47,127,2,5342,0.605
43.13,6,2,5342,0.605
26,146,6,7162,0.451248255
91.73,23,4,4439,0.728017572
100,532,3,4056,0.796745562
43.1,221,5,4727,0.683638671
113.93,213,8,5695,0.567364355
33.2,164,2,4196,0.77
44.7,52,7,4048,0.798125
39.1,345,4,5973,0.540883978
18.53,67,6,4209,0.767550487
24.03,692,2,5873,0.55
36.17,302,3,3933,0.821271294
21.1,196,5,6189,0.521883988
38.4,214,4,5244,0.615881007
16.43,212,6,7414,0.435619099
28.83,4,4,4625,0.698307027
54.73,121,6,5650,0.571619469
87.87,18,3,3399,0.95
34.93,621,4,3229,1
80.1,174,3,4819,0.67
55.73,201,6,4434,0.728152909
78.53,529,2,5870,0.55
78.33,32,5,3995,0.808115144
81.47,94,3,5827,0.554024369
37.67,123,4,3732,0.865
101.93,61,3,4750,0.679566316
20.97,141,9,5826,0.554023344
27.2,72,4,4242,0.760879302
17.57,396,4,4447,0.725770182
50.37,116,4,4670,0.691087794
33.7,209,4,5753,0.560938641
15.93,115,4,4159,0.775854773
12.73,94,5,5374,0.600437291
82.87,195,3,3722,0.866840408
106.07,519,4,5162,0.625
61.3,30,7,4494,0.71782154
62.7,66,2,3934,0.82
64.7,665,4,4960,0.650352823
45.23,501,3,3723,0.866424926
47.83,434,4,7186,0.448838018
14.07,132,8,7940,0.406177582
41.87,611,2,4300,0.75
29.73,628,3,3225,1
31.37,145,2,3687,0.874689449
56.77,2,3,4065,0.793333333
14.4,13,2,3924,0.821740571
22.13,207,6,4099,0.786464991
36.1,13,4,4871,0.661779922
61.03,340,4,3319,0.971226273
73.07,75,3,5506,0.58543044
23.2,58,4,5842,0.551720301
48.5,336,4,4568,0.705505692
37,84,4,5516,0.584253082
32.13,339,3,4222,0.763240171
19.57,133,3,6402,0.503333333
70,199,3,4154,0.77560183
77.77,166,5,4840,0.665665289
63.03,126,3,3221,1.000149022
28.4,225,2,3858,0.835
16.17,184,3,4291,0.750694477
17.07,306,6,5254,0.613056719
56.1,459,4,7656,0.420702717
86.33,203,3,3276,0.983150183
25.13,700,2,3904,0.825
84.5,168,3,4330,0.743833718
107.97,58,3,3903,0.825208814
56,101,3,4143,0.777356988
25.67,2,4,3546,0.907876481
28.07,91,10,5790,0.556
76.7,175,6,6351,0.506858762
48.8,616,6,3816,0.843553459
24.97,488,4,3732,0.8625
29.8,445,4,3732,0.8625
17.9,111,2,4601,0.699558792
45.23,516,3,4243,0.758567052
25,70,2,2620,1.228385496
53.6,163,2,3641,0.883919253
29.23,86,4,4579,0.702836864
57.53,187,5,4343,0.741010822
46.73,512,2,3357,0.958593983
24.83,377,5,4393,0.732494878
15.13,356,3,7334,0.438751023
12.43,109,3,3564,0.902617845
73.63,10,3,5438,0.591517102
20.6,104,4,5314,0.605231464
48.97,36,4,4285,0.750569428
12.7,34,4,4227,0.760773598
66,501,3,4977,0.646061885
23.67,117,4,4256,0.755481673
61.5,223,3,5154,0.623818393
28.4,6,8,4958,0.64843687
72.2,223,3,3748,0.857766809
28.67,60,5,3326,0.966596512
12.4,221,3,3867,0.831342126
94.27,37,3,2852,1.127201964
15.33,451,2,4018,0.8
56.13,74,5,4645,0.692
92.87,156,3,4029,0.797617275
86.23,501,4,3855,0.833566796
62.23,224,4,5856,0.54869877
17.43,521,2,3060,1.05
19.03,550,3,3480,0.923275862
40.37,292,3,3442,0.933457292
12.77,7,5,8524,0.376921633
77.93,68,2,4175,0.769497006
38.43,637,3,3935,0.816340534
64,491,3,4034,0.796182449
23.8,397,4,5238,0.613087056
82.27,314,2,4940,0.65
20.97,133,3,2799,1.146666667
31.73,241,4,3887,0.825695909
15.7,11,5,5155,0.622587779
19.1,566,3,3702,0.866936791
19.1,566,3,3702,0.866936791
66.93,85,3,4813,0.666789944
68.03,304,4,6878,0.466589125
55.83,124,2,4537,0.707313203
54,139,7,6523,0.491881036
43.33,252,6,4273,0.750858881
30,310,6,6302,0.509084418
19.07,45,7,8985,0.357025042
76.63,125,3,4175,0.768306587
19.9,249,5,4340,0.739009217
49.43,195,3,4436,0.722885482
49.2,14,3,2510,1.277525896
17.67,107,6,7345,0.43656501
19.73,53,2,2805,1.14315508
40.33,666,2,5344,0.6
31.43,390,4,5411,0.592570689
56.6,76,5,3655,0.877212038
64.73,72,2,3934,0.815
33.1,98,3,5901,0.543333333
69.63,9,3,5385,0.595361188
22.13,596,2,5342,0.6
95.63,354,4,10684,0.3
99.67,712,2,5342,0.6
64.83,471,4,4504,0.711634103
14.53,310,4,3716,0.8625
51.63,560,2,5095,0.629048086
76.23,595,3,4578,0.7
32.43,56,4,3920,0.8175
12.27,102,2,4044,0.792415925
32.23,259,8,9589,0.334149546
31.3,325,3,5340,0.6
13.03,366,2,3560,0.9
80.23,160,7,3735,0.857791165
90,333,5,5467,0.586025242
46.9,276,3,4552,0.703807118
20.4,159,5,3366,0.951776589
14.93,21,3,4946,0.647723413
75.6,506,3,3557,0.900646612
49.8,622,5,5283,0.606341094
32.47,338,4,5800,0.552215517
71.13,71,3,4243,0.754805562
95.03,191,4,4780,0.67
45.5,147,3,3519,0.910053993
52.43,117,4,6505,0.492308993
21.37,111,5,3371,0.949931771
13.7,406,2,4744,0.675
39.13,430,4,4094,0.782156815
19.57,38,4,4953,0.646436503
50.73,543,3,6863,0.466530672
52.33,682,2,4574,0.7
65.33,307,4,5361,0.597183361
25.43,57,2,4134,0.774424286
21.13,2,4,4882,0.655706678
90.27,469,2,4268,0.75
112.33,581,2,4268,0.75
76.5,518,2,4268,0.75
43.1,488,2,4268,0.75
41.2,710,2,4268,0.75
95.63,427,2,4268,0.75
61.67,676,2,4268,0.75
62.5,673,2,4268,0.75
17.63,529,2,4268,0.75
100.23,589,2,4268,0.75
15.07,449,2,4268,0.75
42.77,457,2,4268,0.75
41.77,240,2,4268,0.75
41.53,399,2,4268,0.75
19.23,578,2,4268,0.75
88.77,583,4,4769,0.671209897
65.67,390,2,4268,0.75
34.93,647,2,4268,0.75
22,660,2,4268,0.75
16.83,497,2,4268,0.75
15.43,463,2,4268,0.75
22.37,593,3,5089,0.629003734
13.87,177,5,6413,0.49913613
66.1,180,6,5781,0.553547829
55.43,50,2,2228,1.436216338
57.43,112,5,3951,0.809855733
26.57,419,3,7407,0.431969758
16.9,437,2,4677,0.684113748
34.17,11,3,7237,0.442103081
70.73,453,3,6299,0.50792983
16.47,359,3,4467,0.716241325
24.77,275,5,3666,0.872716858
12.57,125,2,4570,0.7
23.33,545,2,4570,0.7
39.23,604,3,6855,0.466666667
48.1,632,4,3826,0.836069002
16.1,370,2,4401,0.726789366
42.27,35,2,4154,0.77
39.9,236,2,4154,0.77
92.27,154,2,4154,0.77
45.87,266,2,4154,0.77
71.6,26,3,6275,0.509678088
53.77,6,5,4530,0.705960265
38.73,137,4,6810,0.469594714
18.6,395,2,3762,0.85
104.33,518,2,3762,0.85
32.13,298,5,7097,0.4505608
21.3,411,4,3278,0.97542709
54.27,47,3,3992,0.800911824
47.73,550,2,3197,1
12.4,110,5,4041,0.790984905
17.33,217,4,5045,0.633569871
13.17,20,6,3474,0.92
38.9,659,2,4801,0.665652989
74.57,243,4,5639,0.566687356
15.93,18,5,5227,0.611346853
24.2,721,2,3471,0.920628061
34.03,168,4,6702,0.476638317
19.93,597,4,3522,0.906942078
15.13,23,4,5060,0.63126087
33.03,339,4,5413,0.589987068
14.4,13,4,5126,0.623014046
22.83,662,3,3771,0.846857597
19.1,127,4,3456,0.923978588
18.37,34,5,6873,0.464609341
41.27,12,2,2892,1.104045643
14.13,113,6,5797,0.550765913
67.83,565,3,4355,0.733088404
49.23,283,3,3675,0.868696599
13.53,27,3,4784,0.667280518
24.17,725,2,4256,0.75
36.57,390,3,3482,0.916657094
28.5,168,3,4058,0.786525382
43.33,3,4,4271,0.747244205
33.47,8,7,7497,0.425678271
72.43,350,3,4105,0.777393423
76.53,382,4,4774,0.668454127
107.6,5,6,5985,0.533132832
39.5,500,3,3902,0.817606356
59.57,110,7,5458,0.584496152
83.57,149,6,4255,0.749666275
31.13,36,7,3759,0.848571429
44.8,622,4,6286,0.507365574
68.6,154,2,3774,0.845
28.23,70,2,4196,0.76
54.07,184,2,4196,0.76
61.47,14,6,6740,0.473137982
13.8,54,3,4670,0.6828394
14.73,51,3,4980,0.640321285
15.33,227,3,4482,0.711441321
66.77,87,2,4088,0.78
48.4,139,4,4444,0.7175
22.37,517,4,7704,0.413875909
36.07,44,4,4968,0.64180153
96.27,24,6,8840,0.360633484
45.17,140,3,4595,0.693797606
30.97,201,5,3904,0.816536885
51.93,49,2,4153,0.767416326
32,76,3,5324,0.598621337
79.13,109,2,4323,0.737196391
49.93,467,5,4139,0.769944431
69.13,291,2,3934,0.81
15.13,112,3,4259,0.74818502
64.37,97,3,3771,0.844908512
19.53,504,5,5000,0.63715
35.47,199,6,5007,0.636205313
20.07,485,4,4177,0.76260474
90.87,492,5,4288,0.742852146
28.8,551,5,4550,0.7
22.5,290,3,4694,0.67848104
72.83,80,6,3474,0.916666667
29.87,345,6,3474,0.916666667
19.63,576,4,4970,0.640623742
89.17,76,5,3904,0.815473873
28.4,159,3,7225,0.440622837
12.63,56,2,3523,0.903582174
17.7,356,2,3183,1
45.7,536,2,5347,0.595268375
15.03,402,2,3978,0.8
20.6,585,2,3978,0.8
24.2,681,4,5847,0.544262015
60.87,161,6,6522,0.487887151
23.07,691,2,3440,0.925
38.13,332,2,3182,1
12.3,177,4,4119,0.772466618
15.83,47,4,3688,0.862689805
26.3,82,4,4409,0.721603538
52.93,118,3,5267,0.60401367
25.03,13,5,3485,0.91282066
39.4,47,9,6282,0.50629099
24.6,548,3,3971,0.800931755
14.07,213,3,10140,0.313633136
22.77,85,3,4699,0.676758885
37.17,671,4,3975,0.8
92.77,27,3,3823,0.831692388
22.37,130,5,5986,0.53115269
35.93,366,2,3372,0.942882562
44.87,197,2,4100,0.775463415
54.1,91,4,3732,0.851899786
45.13,245,4,3244,0.98
27.07,606,4,3750,0.84768
30.07,10,10,5578,0.569795626
34.5,23,3,4541,0.699874477
96.1,114,3,4610,0.68937744
13.6,393,3,3178,1
31.17,46,5,5795,0.548400345
56.2,88,2,4154,0.765
25.13,347,3,3580,0.887569832
17.13,230,4,4519,0.703049347
104.63,16,2,2253,1.41
15.3,117,6,6688,0.474986543
19.73,249,4,4161,0.763443884
14.77,209,3,3392,0.936503538
71.17,600,2,3451,0.920370907
84.97,450,2,3451,0.920370907
15.07,231,6,7646,0.415374052
20.47,593,2,4881,0.65064536
12.23,59,4,4646,0.683555747
46.23,193,3,3667,0.866015817
86.23,516,2,3552,0.893947072
32.27,275,3,4607,0.689212069
28.13,238,7,4966,0.639359646
34.97,387,2,4690,0.676865672
55.87,65,6,4738,0.669924019
14.53,23,4,5377,0.590305003
89.83,251,5,3450,0.92
81.57,338,3,3451,0.919733411
20.63,613,2,3734,0.85
44,205,3,3339,0.950383348
83.5,15,2,3789,0.837487464
86.93,186,6,4466,0.71052172
72.6,241,3,5844,0.542975702
23.8,711,3,6721,0.472087487
110.13,543,2,3966,0.8
45.23,49,4,3700,0.8575
86.67,63,4,4756,0.667014298
83.03,458,4,6653,0.476814971
70.9,157,4,5105,0.621375122
110.2,429,3,5054,0.627562327
54.4,106,4,5957,0.532420682
99.77,13,3,4596,0.69
42.43,490,2,3964,0.8
27.33,50,5,4591,0.690697016
39.1,70,2,4175,0.759446707
35.7,6,4,5474,0.579157837
29,26,8,5338,0.593904084
83.57,508,3,5298,0.598386183
20.83,597,2,3916,0.80956333
78.9,410,2,3170,1
12.97,387,2,3170,1
100,122,5,4734,0.669604985
33.63,15,4,4784,0.6625
55.17,287,5,3780,0.838449735
52.83,307,4,4631,0.684312244
72.27,134,2,3413,0.928473484
26.97,496,3,4320,0.733333333
18.67,301,3,4445,0.712654668
57.93,165,6,5408,0.585734098
42.7,500,3,7971,0.397359177
25.43,615,2,4692,0.675
42.83,520,4,5640,0.561542553
46.97,122,5,5938,0.533277198
12.8,7,2,6121,0.517330502
20.07,241,5,5505,0.57520436
12.4,125,5,7134,0.44383095
16.1,255,2,3491,0.906986537
17.5,291,3,4012,0.789187438
53.5,510,3,3829,0.826847741
19.53,452,4,7367,0.429720375
29.53,36,3,4319,0.732965964
29.53,583,3,3427,0.923665013
91.03,23,9,5188,0.610106014
25.57,168,3,6522,0.485292855
103.1,509,2,3464,0.913568129
20.23,262,2,5462,0.579300622
86.2,500,3,4118,0.768358426
55.23,310,2,3164,1
19.27,448,3,5107,0.619522224
63.63,513,3,4693,0.67414234
66.57,137,3,3482,0.908529581
44.37,37,5,4864,0.650384457
58.87,240,2,5454,0.58
34.73,604,3,3426,0.923292469
39.07,163,4,5248,0.602721037
38.4,48,8,5846,0.541045159
59.83,287,4,5549,0.570003604
25,286,6,3544,0.892418172
25.6,116,4,3530,0.895926346
29.9,192,2,3978,0.795
71.3,652,2,5909,0.535082078
34.47,196,3,3849,0.821369187
20.37,356,4,4746,0.666055626
60.57,55,5,4311,0.733208072
14.07,313,5,7368,0.428990228
50.27,237,4,4374,0.722629172
17.7,190,6,7128,0.443333333
38.7,195,2,4065,0.777308733
16.13,130,3,4005,0.788801498
37.43,634,3,3393,0.930975538
38,47,2,3609,0.875228595
19.7,257,3,3907,0.808441259
29.27,176,6,4124,0.765889913
90.4,253,3,5075,0.622344828
79.47,160,3,6402,0.493333333
52.57,649,3,4421,0.714340647
